microsecondsSinceGpsEpoch, gratPos, counts
9.43401615E14, 0.0, 1791.625853575366
9.43401616E14, 0.0, 793.6183522906056
9.43401617E14, 0.0, 1358.6063055390941
9.43401618E14, 0.0, 1002.8478412579587
9.43401619E14, 0.0, 1543.5771190247356
9.4340162E14, 0.0, 1026.037763762083
9.43401621E14, 0.0, 1296.763322893115
9.43401622E14, 0.0, 1087.1829196690205
9.43401623E14, 0.0, 2221.434610284677
9.43401624E14, 0.0, 1747.5761748149366
9.43401625E14, 0.0, 523.9813249866424
9.43401626E14, 0.0, 391.74924990512613
9.43401627E14, 0.0, 917.3048495458017
9.43401628E14, 0.0, 1668.9602765656632
9.43401629E14, 0.0, 1030.3828218881836
9.4340163E14, 0.0, 263.0986773168248
9.43401631E14, 0.0, 667.6243252422513
9.43401632E14, 0.0, 1138.235623084936
9.43401633E14, 0.0, 1956.136044379086
9.43401634E14, 0.0, 250.93249232718108
9.43401635E14, 0.0, 534.8514301438131
9.43401636E14, 0.0, 435.45134286467965
9.43401637E14, 0.0, 980.1788289427606
9.43401638E14, 0.0, 203.1055974078521
9.43401639E14, 0.0, 1422.3955822154587
9.4340164E14, 0.0, 1863.204608509312
9.43401641E14, 0.0, 674.909541423065
9.43401642E14, 0.0, 455.3577646713386
9.43401643E14, 0.0, 1883.5250854772873
9.43401644E14, 0.0, 1175.2845149085122
9.43401645E14, 0.0, 1886.0282634227472
9.43401646E14, 0.0, 1328.201667919694
9.43401647E14, 0.0, 2017.862070804472
9.43401648E14, 0.0, 1443.8244774945292
9.43401649E14, 0.0, 935.8257825158964
9.4340165E14, 0.0, 1632.2419037714833
9.43401651E14, 0.0, 626.4158633980614
9.43401652E14, 0.0, 2093.1658681660556
9.43401653E14, 0.0, 825.0727193126773
9.43401654E14, 0.0, 1186.303667205619
9.43401655E14, 0.0, 296.3612258687912
9.43401656E14, 0.0, 1548.1666968699897
9.43401657E14, 0.0, 1373.5879011388124
9.43401658E14, 0.0, 473.6967046634954
9.43401659E14, 0.0, 1435.4773511287858
9.4340166E14, 0.0, 1317.5403122959065
9.43401661E14, 0.0, 351.4906905946734
9.43401662E14, 0.0, 1625.0468853360373
9.43401663E14, 0.0, 2057.5880919376905
9.43401664E14, 0.0, 2062.7033535820397
9.43401665E14, 0.0, 206.298572982419
9.43401666E14, 0.0, 962.4537432404472
9.43401667E14, 0.0, 914.0635289048427
9.43401668E14, 0.0, 1944.7553370459773
9.43401669E14, 0.0, 1313.2192006318915
9.4340167E14, 0.0, 908.2362668978833
9.43401671E14, 0.0, 2040.1041293696292
9.43401672E14, 0.0, 997.5593167197051
9.43401673E14, 0.0, 1701.9457399794064
9.43401674E14, 0.0, 291.2825231928746
9.43401675E14, 0.0, 1504.2425013781053
9.43401676E14, 0.0, 1369.8787758061737
9.43401677E14, 0.0, 1329.9002509504237
9.43401678E14, 0.0, 222.6367174579929
9.43401679E14, 0.0, 1416.6040408039116
9.4340168E14, 0.0, 824.9731314962276
9.43401681E14, 0.0, 1935.936663675193
9.43401682E14, 0.0, 1546.1026764686894
9.43401683E14, 0.0, 365.9190464986805
9.43401684E14, 0.0, 561.0200379445823
9.43401685E14, 0.0, 302.31663275907954
9.43401686E14, 0.0, 903.5540116214444
9.43401687E14, 0.0, 1184.2430145996316
9.43401688E14, 0.0, 1790.5672579156897
9.43401689E14, 0.0, 1546.0985595921081
9.4340169E14, 0.0, 1862.3044745042666
9.43401691E14, 0.0, 1723.744125166601
9.43401692E14, 0.0, 888.2401734024463
9.43401693E14, 0.0, 1690.8027920584975
9.43401694E14, 0.0, 1198.421243773116
9.43401695E14, 0.0, 534.885034060412
9.43401696E14, 0.0, 175.64856077054264
9.43401697E14, 0.0, 644.4246491822493
9.43401698E14, 0.0, 231.57108364825186
9.43401699E14, 0.0, 1692.4682809901235
9.434017E14, 0.0, 169.3746015114526
9.43401701E14, 0.0, 1910.0345969059376
9.43401702E14, 0.0, 836.6161730206308
9.43401703E14, 0.0, 1206.4851143856197
9.43401704E14, 0.0, 617.5243823384342
9.43401705E14, 0.0, 1264.4981075381602
9.43401706E14, 0.0, 1746.895614856993
9.43401707E14, 0.0, 1014.8883180329618
9.43401708E14, 0.0, 462.5366937282108
9.43401709E14, 0.0, 681.1727381802856
9.4340171E14, 0.0, 1572.479479144135
9.43401711E14, 0.0, 1411.9073960409273
9.43401712E14, 0.0, 1469.7483795245166
9.43401713E14, 0.0, 1415.2854519957543
9.43401714E14, 0.0, 1853.0982494971604
9.43401715E14, 0.0, 1863.9293622300306
9.43401716E14, 0.0, 513.0931796192002
9.43401717E14, 0.0, 411.1035619722259
9.43401718E14, 0.0, 751.6854901767152
9.43401719E14, 0.0, 176.00824220976344
9.4340172E14, 0.0, 1009.5580871019656
9.43401721E14, 0.0, 1803.7104148183905
9.43401722E14, 0.0, 590.7860132404571
9.43401723E14, 0.0, 731.2308566939768
9.43401724E14, 0.0, 1156.6508604713335
9.43401725E14, 0.0, 1406.457581676938
9.43401726E14, 0.0, 1414.1621909938242
9.43401727E14, 0.0, 1642.7002472407594
9.43401728E14, 0.0, 219.8167948995622
9.43401729E14, 0.0, 1544.4102620219576
9.4340173E14, 0.0, 935.1251699320495
9.43401731E14, 0.0, 167.18690478220185
9.43401732E14, 0.0, 1542.4465969556845
9.43401733E14, 0.0, 1044.2178619547299
9.43401734E14, 0.0, 1063.0887395312072
9.43401735E14, 0.0, 695.6139894414324
9.43401736E14, 0.0, 1436.446309293302
9.43401737E14, 0.0, 1018.7117693669329
9.43401738E14, 0.0, 1674.4578164221875
9.43401739E14, 0.0, 1444.4414499447005
9.4340174E14, 0.0, 461.0165809273077
9.43401741E14, 0.0, 984.1480820897755
9.43401742E14, 0.0, 764.9131325602923
9.43401743E14, 0.0, 1451.2109951859074
9.43401744E14, 0.0, 1129.9587575632745
9.43401745E14, 0.0, 249.2432370558073
9.43401746E14, 0.0, 878.6503509266058
9.43401747E14, 0.0, 1116.792948878564
9.43401748E14, 0.0, 897.5981973303664
9.43401749E14, 0.0, 459.97683295284963
9.4340175E14, 0.0, 1558.1622081900182
9.43401751E14, 0.0, 858.1072214393142
9.43401752E14, 0.0, 1359.3155157962963
9.43401753E14, 0.0, 756.2801482944091
9.43401754E14, 0.0, 126.87743212359742
9.43401755E14, 0.0, 459.8915054361837
9.43401756E14, 0.0, 756.625064065703
9.43401757E14, 0.0, 1535.047938442604
9.43401758E14, 0.0, 1302.2664442574396
9.43401759E14, 0.0, 911.1713448462209
9.4340176E14, 0.0, 1610.104256301089
9.43401761E14, 0.0, 926.6358712219027
9.43401762E14, 0.0, 1444.7795096949258
9.43401763E14, 0.0, 1520.4893854589197
9.43401764E14, 0.0, 621.1770692668226
9.43401765E14, 0.0, 871.6048655578162
9.43401766E14, 0.0, 473.86036744491366
9.43401767E14, 0.0, 890.71193789979
9.43401768E14, 0.0, 242.72882001632496
9.43401769E14, 0.0, 1260.786491089736
9.4340177E14, 0.0, 1299.8007395763407
9.43401771E14, 0.0, 1419.9230612988777
9.43401772E14, 0.0, 473.08371858395986
9.43401773E14, 0.0, 1177.919641568582
9.43401774E14, 0.0, 301.35577202359957
9.43401775E14, 0.0, 995.0778030246018
9.43401776E14, 0.0, 632.5281923286302
9.43401777E14, 0.0, 814.7240981804529
9.434017775100002E14, 95415.09917181727, 8.14251718607089E8
9.434017777600002E14, 95442.09917181727, 7.706028839131117E8
9.434017780100002E14, 95469.09917181727, 7.751395265423602E8
9.434017782600002E14, 95496.09917181727, 8.101453224811267E8
9.434017785100002E14, 95523.09917181727, 8.440788160072435E8
9.434017787600002E14, 95550.09917181727, 8.88826243917975E8
9.434017790100002E14, 95577.09917181727, 9.462394828915699E8
9.434017792600002E14, 95604.09917181727, 9.660996385686542E8
9.434017795100002E14, 95631.09917181727, 9.446518062646239E8
9.434017797600002E14, 95658.09917181727, 9.276200986457007E8
9.434017800100002E14, 95685.09917181727, 9.04397120057809E8
9.434017802600002E14, 95712.09917181727, 8.980465999345654E8
9.434017805100002E14, 95739.09917181727, 9.541209227094841E8
9.434017807600002E14, 95766.09917181727, 1.0295449432664527E9
9.434017810100002E14, 95793.09917181727, 1.0421112537837634E9
9.434017812600002E14, 95820.09917181727, 9.710516039704758E8
