microsecondsSinceGpsEpoch, temp (C)
9.43401614149941E14, 19.49805
9.43401615149941E14, 19.496100195
9.43401616149941E14, 19.4941505849805
9.43401617149941E14, 19.492201169922
9.43401618149941E14, 19.49025194980501
9.43401619149941E14, 19.48830292461003
9.43401620149941E14, 19.48635409431757
9.43401621149941E14, 19.48440545890814
9.43401622149941E14, 19.482457018362247
9.43401623149941E14, 19.48050877266041
9.43401624149941E14, 19.478560721783143
9.43401625149941E14, 19.476612865710965
9.43401626149941E14, 19.474665204424394
9.43401627149941E14, 19.472717737903952
9.43401628149941E14, 19.470770466130162
9.43401629149941E14, 19.46882338908355
9.43401630149941E14, 19.46687650674464
9.43401631149941E14, 19.464929819093964
9.43401632149941E14, 19.462983326112056
9.43401633149941E14, 19.461037027779444
9.43401634149941E14, 19.459090924076666
9.43401635149941E14, 19.457145014984256
9.43401636149941E14, 19.455199300482757
9.43401637149941E14, 19.45325378055271
9.43401638149941E14, 19.451308455174654
9.43401639149941E14, 19.449363324329138
9.43401640149941E14, 19.447418387996706
9.43401641149941E14, 19.445473646157907
9.43401642149941E14, 19.44352909879329
9.43401643149941E14, 19.44158474588341
9.43401644149941E14, 19.43964058740882
9.43401645149941E14, 19.43769662335008
9.43401646149941E14, 19.435752853687745
9.43401647149941E14, 19.433809278402375
9.43401648149941E14, 19.431865897474534
9.43401649149941E14, 19.429922710884785
9.43401650149941E14, 19.427979718613695
9.43401651149941E14, 19.426036920641835
9.43401652149941E14, 19.42409431694977
9.43401653149941E14, 19.422151907518074
9.43401654149941E14, 19.420209692327322
9.43401655149941E14, 19.41826767135809
9.43401656149941E14, 19.416325844590954
9.43401657149941E14, 19.414384212006496
9.43401658149941E14, 19.412442773585294
9.43401659149941E14, 19.410501529307936
9.43401660149941E14, 19.408560479155007
9.43401661149941E14, 19.40661962310709
9.43401662149941E14, 19.40467896114478
9.43401663149941E14, 19.402738493248663
9.43401664149941E14, 19.400798219399338
9.43401665149941E14, 19.3988581395774
9.43401666149941E14, 19.39691825376344
9.43401667149941E14, 19.394978561938064
9.43401668149941E14, 19.39303906408187
9.43401669149941E14, 19.39109976017546
9.43401670149941E14, 19.389160650199443
9.43401671149941E14, 19.387221734134425
9.43401672149941E14, 19.38528301196101
9.43401673149941E14, 19.383344483659815
9.43401674149941E14, 19.38140614921145
9.43401675149941E14, 19.37946800859653
9.43401676149941E14, 19.37753006179567
9.43401677149941E14, 19.375592308789493
9.43401678149941E14, 19.373654749558614
9.43401679149941E14, 19.37171738408366
9.43401680149941E14, 19.36978021234525
9.43401681149941E14, 19.367843234324017
9.43401682149941E14, 19.365906450000583
9.43401683149941E14, 19.363969859355585
9.43401684149941E14, 19.36203346236965
9.43401685149941E14, 19.360097259023412
9.43401686149941E14, 19.35816124929751
9.43401687149941E14, 19.35622543317258
9.43401688149941E14, 19.35428981062926
9.43401689149941E14, 19.352354381648198
9.43401690149941E14, 19.350419146210033
9.43401691149941E14, 19.348484104295412
9.43401692149941E14, 19.346549255884984
9.43401693149941E14, 19.344614600959396
9.43401694149941E14, 19.3426801394993
9.43401695149941E14, 19.34074587148535
9.43401696149941E14, 19.338811796898202
9.43401697149941E14, 19.336877915718514
9.43401698149941E14, 19.334944227926943
9.43401699149941E14, 19.33301073350415
9.43401700149941E14, 19.3310774324308
9.43401701149941E14, 19.329144324687555
9.43401702149941E14, 19.327211410255085
9.43401703149941E14, 19.32527868911406
9.43401704149941E14, 19.323346161245148
9.43401705149941E14, 19.321413826629023
9.43401706149941E14, 19.31948168524636
9.43401707149941E14, 19.317549737077833
9.43401708149941E14, 19.315617982104126
9.43401709149941E14, 19.313686420305917
9.43401710149941E14, 19.311755051663887
9.43401711149941E14, 19.30982387615872
9.43401712149941E14, 19.307892893771104
9.43401713149941E14, 19.305962104481726
9.43401714149941E14, 19.304031508271276
9.43401715149941E14, 19.30210110512045
9.43401716149941E14, 19.300170895009938
9.43401717149941E14, 19.29824087792044
9.43401718149941E14, 19.296311053832646
9.43401719149941E14, 19.294381422727263
9.43401720149941E14, 19.29245198458499
9.43401721149941E14, 19.29052273938653
9.43401722149941E14, 19.28859368711259
9.43401723149941E14, 19.28666482774388
9.43401724149941E14, 19.284736161261105
9.43401725149941E14, 19.28280768764498
9.43401726149941E14, 19.280879406876213
9.43401727149941E14, 19.278951318935526
9.43401728149941E14, 19.277023423803634
9.43401729149941E14, 19.275095721461252
9.43401730149941E14, 19.273168211889107
9.43401731149941E14, 19.27124089506792
9.43401732149941E14, 19.269313770978414
9.43401733149941E14, 19.267386839601315
9.43401734149941E14, 19.265460100917355
9.43401735149941E14, 19.263533554907262
9.43401736149941E14, 19.261607201551772
9.43401737149941E14, 19.259681040831616
9.43401738149941E14, 19.257755072727534
9.43401739149941E14, 19.25582929722026
9.43401740149941E14, 19.253903714290537
9.43401741149941E14, 19.251978323919108
9.43401742149941E14, 19.250053126086716
9.43401743149941E14, 19.24812812077411
9.43401744149941E14, 19.24620330796203
9.43401745149941E14, 19.244278687631233
9.43401746149941E14, 19.24235425976247
9.43401747149941E14, 19.240430024336497
9.43401748149941E14, 19.238505981334065
9.43401749149941E14, 19.236582130735933
9.43401750149941E14, 19.23465847252286
9.43401751149941E14, 19.232735006675608
9.43401752149941E14, 19.23081173317494
9.43401753149941E14, 19.228888652001622
9.43401754149941E14, 19.226965763136423
9.43401755149941E14, 19.225043066560108
9.43401756149941E14, 19.223120562253452
9.43401757149941E14, 19.221198250197226
9.43401758149941E14, 19.219276130372204
9.43401759149941E14, 19.217354202759168
9.43401760149941E14, 19.215432467338893
9.43401761149941E14, 19.21351092409216
9.43401762149941E14, 19.21158957299975
9.43401763149941E14, 19.20966841404245
9.43401764149941E14, 19.207747447201047
9.43401765149941E14, 19.205826672456325
9.43401766149941E14, 19.20390608978908
9.43401767149941E14, 19.2019856991801
9.43401768149941E14, 19.20006550061018
9.43401769149941E14, 19.198145494060117
9.43401770149941E14, 19.19622567951071
9.43401771149941E14, 19.19430605694276
9.43401772149941E14, 19.192386626337065
9.43401773149941E14, 19.19046738767443
9.43401774149941E14, 19.188548340935665
9.43401775149941E14, 19.18662948610157
9.43401776149941E14, 19.184710823152958
9.43401777149941E14, 19.182792352070642
9.43401778149941E14, 19.18560955971857
9.43401779149941E14, 19.188423950158853
9.43401780149941E14, 19.191235526208693
9.43401781149941E14, 19.194044290682484
9.43401782149941E14, 19.1968502463918
9.43401783149941E14, 19.199653396145408
9.43401784149941E14, 19.202453742749263
9.43401785149941E14, 19.205251289006515
9.43401786149941E14, 19.20804603771751
9.43401787149941E14, 19.210837991679792
9.43401788149941E14, 19.213627153688112
9.43401789149941E14, 19.216413526534424
9.43401790149941E14, 19.21919711300789
9.43401791149941E14, 19.221977915894882
9.43401792149941E14, 19.224755937978987
9.43401793149941E14, 19.22753118204101
9.43401794149941E14, 19.230303650858968
9.43401795149941E14, 19.23307334720811
9.43401796149941E14, 19.2358402738609
9.43401797149941E14, 19.238604433587042
9.43401798149941E14, 19.241365829153455
9.43401799149941E14, 19.2441244633243
9.43401800149941E14, 19.246880338860976
9.43401801149941E14, 19.249633458522116
9.43401802149941E14, 19.252383825063593
9.43401803149941E14, 19.25513144123853
9.43401804149941E14, 19.25787630979729
9.43401805149941E14, 19.260618433487494
9.43401806149941E14, 19.263357815054007
9.43401807149941E14, 19.266094457238953
9.43401808149941E14, 19.268828362781715
9.43401809149941E14, 19.271559534418934
9.43401810149941E14, 19.274287974884516
9.43401811149941E14, 19.27701368690963
9.43401812149941E14, 19.279736673222722
9.43401813149941E14, 19.282456936549497
9.43401814149941E14, 19.285174479612948
9.43401815149941E14, 19.287889305133334
9.43401816149941E14, 19.2906014158282
9.43401817149941E14, 19.293310814412372
9.43401818149941E14, 19.29601750359796
9.43401819149941E14, 19.29872148609436
9.43401820149941E14, 19.30142276460827
9.43401821149941E14, 19.30412134184366
9.43401822149941E14, 19.306817220501816
9.43401823149941E14, 19.309510403281315
9.43401824149941E14, 19.312200892878035
9.43401825149941E14, 19.314888691985157
9.43401826149941E14, 19.317573803293172
9.43401827149941E14, 19.32025622948988
9.43401828149941E14, 19.32293597326039
9.43401829149941E14, 19.325613037287127
9.43401830149941E14, 19.32828742424984
9.43401831149941E14, 19.33095913682559
9.43401832149941E14, 19.333628177688766
9.43401833149941E14, 19.336294549511077
9.43401834149941E14, 19.338958254961565
9.43401835149941E14, 19.341619296706604
9.43401836149941E14, 19.3442776774099
9.43401837149941E14, 19.34693339973249
9.43401838149941E14, 19.349586466332756
9.43401839149941E14, 19.352236879866425
9.43401840149941E14, 19.35488464298656
9.43401841149941E14, 19.35752975834357
9.43401842149941E14, 19.360172228585228
9.43401843149941E14, 19.362812056356642
9.43401844149941E14, 19.365449244300287
9.43401845149941E14, 19.368083795055988
9.43401846149941E14, 19.37071571126093
9.43401847149941E14, 19.373344995549672
9.43401848149941E14, 19.375971650554124
9.43401849149941E14, 19.37859567890357
9.43401850149941E14, 19.381217083224666
9.43401851149941E14, 19.383835866141442
9.43401852149941E14, 19.3864520302753
9.43401853149941E14, 19.389065578245024
9.43401854149941E14, 19.39167651266678
9.43401855149941E14, 19.394284836154114
9.43401856149941E14, 19.39689055131796
9.43401857149941E14, 19.39949366076664
9.43401858149941E14, 19.402094167105876
9.43401859149941E14, 19.40469207293877
9.43401860149941E14, 19.40728738086583
9.43401861149941E14, 19.409880093484965
9.43401862149941E14, 19.41247021339148
9.43401863149941E14, 19.41505774317809
9.43401864149941E14, 19.41764268543491
9.43401865149941E14, 19.420225042749475
9.43401866149941E14, 19.422804817706727
9.43401867149941E14, 19.42538201288902
9.43401868149941E14, 19.427956630876132
9.43401869149941E14, 19.430528674245256
9.43401870149941E14, 19.433098145571012
9.43401871149941E14, 19.43566504742544
9.43401872149941E14, 19.438229382378015
9.43401873149941E14, 19.440791152995637
9.43401874149941E14, 19.44335036184264
9.43401875149941E14, 19.4459070114808
9.43401876149941E14, 19.448461104469317
9.43401877149941E14, 19.451012643364848
9.43401878149941E14, 19.453561630721484
9.43401879149941E14, 19.456108069090764
9.43401880149941E14, 19.458651961021673
9.43401881149941E14, 19.46119330906065
9.43401882149941E14, 19.46373211575159
9.43401883149941E14, 19.46626838363584
9.43401884149941E14, 19.468802115252203
9.43401885149941E14, 19.47133331313695
9.43401886149941E14, 19.473861979823813
9.43401887149941E14, 19.47638811784399
9.43401888149941E14, 19.478911729726146
9.43401889149941E14, 19.48143281799642
9.43401890149941E14, 19.483951385178425
9.43401891149941E14, 19.486467433793248
9.43401892149941E14, 19.488980966359456
9.43401893149941E14, 19.491491985393097
9.43401894149941E14, 19.494000493407704
9.43401895149941E14, 19.496506492914296
9.43401896149941E14, 19.49900998642138
9.43401897149941E14, 19.50151097643496
9.43401898149941E14, 19.504009465458527
9.43401899149941E14, 19.506505455993068
9.43401900149941E14, 19.508998950537073
9.43401901149941E14, 19.511489951586537
9.43401902149941E14, 19.51397846163495
9.43401903149941E14, 19.516464483173312
9.43401904149941E14, 19.51894801869014
9.43401905149941E14, 19.52142907067145
9.43401906149941E14, 19.523907641600776
9.43401907149941E14, 19.526383733959175
9.43401908149941E14, 19.528857350225216
9.43401909149941E14, 19.53132849287499
9.43401910149941E14, 19.533797164382115
9.43401911149941E14, 19.53626336721773
9.43401912149941E14, 19.538727103850515
9.43401913149941E14, 19.541188376746664
9.43401914149941E14, 19.543647188369917
9.43401915149941E14, 19.546103541181548
9.43401916149941E14, 19.548557437640365
9.43401917149941E14, 19.551008880202726
9.43401918149941E14, 19.553457871322525
9.43401919149941E14, 19.555904413451202
9.43401920149941E14, 19.55834850903775
9.43401921149941E14, 19.56079016052871
9.43401922149941E14, 19.563229370368184
9.43401923149941E14, 19.565666140997816
9.43401924149941E14, 19.56810047485682
9.43401925149941E14, 19.570532374381962
9.43401926149941E14, 19.57296184200758
9.43401927149941E14, 19.575388880165573
9.43401928149941E14, 19.577813491285408
9.43401929149941E14, 19.58023567779412
9.43401930149941E14, 19.582655442116327
9.43401931149941E14, 19.58507278667421
9.43401932149941E14, 19.587487713887537
9.43401933149941E14, 19.58990022617365
9.43401934149941E14, 19.592310325947476
9.43401935149941E14, 19.594718015621527
9.43401936149941E14, 19.597123297605904
9.43401937149941E14, 19.5995261743083
9.43401938149941E14, 19.60192664813399
9.43401939149941E14, 19.604324721485856
9.43401940149941E14, 19.60672039676437
9.43401941149941E14, 19.609113676367606
9.43401942149941E14, 19.611504562691238
9.43401943149941E14, 19.613893058128546
9.43401944149941E14, 19.616279165070416
9.43401945149941E14, 19.618662885905348
9.43401946149941E14, 19.621044223019442
9.43401947149941E14, 19.623423178796422
9.43401948149941E14, 19.625799755617624
9.43401949149941E14, 19.628173955862007
9.43401950149941E14, 19.630545781906143
9.43401951149941E14, 19.632915236124237
9.43401952149941E14, 19.635282320888113
9.43401953149941E14, 19.637647038567223
9.43401954149941E14, 19.640009391528658
9.43401955149941E14, 19.64236938213713
9.43401956149941E14, 19.64472701275499
9.43401957149941E14, 19.647082285742236
9.43401958149941E14, 19.649435203456495
9.43401959149941E14, 19.65178576825304
9.43401960149941E14, 19.654133982484787
9.43401961149941E14, 19.6564798485023
9.43401962149941E14, 19.6588233686538
9.43401963149941E14, 19.661164545285146
9.43401964149941E14, 19.66350338073986
9.43401965149941E14, 19.665839877359122
9.43401966149941E14, 19.668174037481762
9.43401967149941E14, 19.67050586344428
9.43401968149941E14, 19.672835357580837
9.43401969149941E14, 19.675162522223257
9.43401970149941E14, 19.677487359701033
9.43401971149941E14, 19.67980987234133
9.43401972149941E14, 19.68213006246899
9.43401973149941E14, 19.68444793240652
9.43401974149941E14, 19.686763484474113
9.43401975149941E14, 19.68907672098964
9.43401976149941E14, 19.69138764426865
9.43401977149941E14, 19.69369625662438
9.43401978149941E14, 19.696002560367756
9.43401979149941E14, 19.69830655780739
9.43401980149941E14, 19.70060825124958
9.43401981149941E14, 19.70290764299833
9.43401982149941E14, 19.70520473535533
9.43401983149941E14, 19.707499530619977
9.43401984149941E14, 19.709792031089357
9.43401985149941E14, 19.71208223905827
9.43401986149941E14, 19.71437015681921
9.43401987149941E14, 19.71665578666239
9.43401988149941E14, 19.71893913087573
9.43401989149941E14, 19.72122019174485
9.43401990149941E14, 19.723498971553106
9.43401991149941E14, 19.725775472581553
9.43401992149941E14, 19.728049697108972
9.43401993149941E14, 19.730321647411863
9.43401994149941E14, 19.73259132576445
9.43401995149941E14, 19.734858734438685
9.43401996149941E14, 19.737123875704246
9.43401997149941E14, 19.73938675182854
9.43401998149941E14, 19.741647365076712
9.43401999149941E14, 19.743905717711634
9.43402000149941E14, 19.74616181199392
9.43402001149941E14, 19.74841565018193
9.43402002149941E14, 19.750667234531747
9.43402003149941E14, 19.752916567297216
9.43402004149941E14, 19.75516365072992
9.43402005149941E14, 19.75740848707919
9.43402006149941E14, 19.75965107859211
9.43402007149941E14, 19.76189142751352
9.43402008149941E14, 19.764129536086006
9.43402009149941E14, 19.76636540654992
9.43402010149941E14, 19.768599041143368
9.43402011149941E14, 19.770830442102223
9.43402012149941E14, 19.77305961166012
9.43402013149941E14, 19.77528655204846
9.43402014149941E14, 19.77751126549641
9.43402015149941E14, 19.779733754230914
9.43402016149941E14, 19.781954020476682
9.43402017149941E14, 19.784172066456204
9.43402018149941E14, 19.786387894389748
9.43402019149941E14, 19.788601506495358
9.43402020149941E14, 19.79081290498886
9.43402021149941E14, 19.793022092083874
9.43402022149941E14, 19.79522906999179
9.43402023149941E14, 19.797433840921798
9.43402024149941E14, 19.799636407080875
9.43402025149941E14, 19.801836770673795
9.43402026149941E14, 19.80403493390312
9.43402027149941E14, 19.80623089896922
9.43402028149941E14, 19.80842466807025
9.43402029149941E14, 19.81061624340218
9.43402030149941E14, 19.812805627158777
9.43402031149941E14, 19.814992821531618
9.43402032149941E14, 19.817177828710086
9.43402033149941E14, 19.819360650881375
9.43402034149941E14, 19.821541290230495
9.43402035149941E14, 19.823719748940263
9.43402036149941E14, 19.825896029191323
9.43402037149941E14, 19.828070133162132
9.43402038149941E14, 19.83024206302897
9.43402039149941E14, 19.83241182096594
9.43402040149941E14, 19.834579409144975
9.43402041149941E14, 19.83674482973583
9.43402042149941E14, 19.838908084906095
9.43402043149941E14, 19.84106917682119
9.43402044149941E14, 19.843228107644368
9.43402045149941E14, 19.845384879536724
9.43402046149941E14, 19.847539494657187
9.43402047149941E14, 19.84969195516253
9.43402048149941E14, 19.851842263207367
9.43402049149941E14, 19.85399042094416
9.43402050149941E14, 19.856136430523218
9.43402051149941E14, 19.858280294092694
9.43402052149941E14, 19.8604220137986
9.43402053149941E14, 19.862561591784804
9.43402054149941E14, 19.86469903019302
9.43402055149941E14, 19.866834331162828
9.43402056149941E14, 19.868967496831665
9.43402057149941E14, 19.871098529334834
9.43402058149941E14, 19.8732274308055
9.43402059149941E14, 19.875354203374695
9.43402060149941E14, 19.87747884917132
9.43402061149941E14, 19.87960137032215
9.43402062149941E14, 19.881721768951827
9.43402063149941E14, 19.883840047182876
9.43402064149941E14, 19.885956207135692
9.43402065149941E14, 19.888070250928557
9.43402066149941E14, 19.890182180677627
9.43402067149941E14, 19.892291998496948
9.43402068149941E14, 19.89439970649845
9.43402069149941E14, 19.89650530679195
9.43402070149941E14, 19.89860880148516
9.43402071149941E14, 19.900710192683675
9.43402072149941E14, 19.90280948249099
9.43402073149941E14, 19.9049066730085
9.43402074149941E14, 19.907001766335494
9.43402075149941E14, 19.909094764569158
9.43402076149941E14, 19.91118566980459
9.43402077149941E14, 19.913274484134785
9.43402078149941E14, 19.91536120965065
9.43402079149941E14, 19.917445848441
9.43402080149941E14, 19.91952840259256
9.43402081149941E14, 19.921608874189968
9.43402082149941E14, 19.923687265315777
9.43402083149941E14, 19.92576357805046
9.43402084149941E14, 19.92783781447241
9.43402085149941E14, 19.92990997665794
9.43402086149941E14, 19.93198006668128
9.43402087149941E14, 19.9340480866146
9.43402088149941E14, 19.936114038527982
9.43402089149941E14, 19.938177924489455
9.43402090149941E14, 19.940239746564966
9.43402091149941E14, 19.9422995068184
9.43402092149941E14, 19.944357207311583
9.43402093149941E14, 19.94641285010427
9.43402094149941E14, 19.948466437254165
9.43402095149941E14, 19.95051797081691
9.43402096149941E14, 19.952567452846093
9.43402097149941E14, 19.954614885393248
9.43402098149941E14, 19.956660270507854
9.43402099149941E14, 19.958703610237347
9.43402100149941E14, 19.96074490662711
9.43402101149941E14, 19.96278416172048
9.43402102149941E14, 19.96482137755876
9.43402103149941E14, 19.966856556181202
9.43402104149941E14, 19.96888969962502
9.43402105149941E14, 19.970920809925396
9.43402106149941E14, 19.97294988911547
9.43402107149941E14, 19.974976939226355
9.43402108149941E14, 19.97700196228713
9.43402109149941E14, 19.979024960324843
9.43402110149941E14, 19.981045935364516
9.43402111149941E14, 19.98306488942915
9.43402112149941E14, 19.985081824539723
9.43402113149941E14, 19.987096742715185
9.43402114149941E14, 19.98910964597247
9.43402115149941E14, 19.9911205363265
9.43402116149941E14, 19.993129415790172
9.43402117149941E14, 19.995136286374382
9.43402118149941E14, 19.99714115008801
9.43402119149941E14, 19.99914400893792
9.43402120149941E14, 20.001144864928985
9.43402121149941E14, 20.003143720064056
9.43402122149941E14, 20.00514057634399
9.43402123149941E14, 20.007135435767648
9.43402124149941E14, 20.00912830033188
9.43402125149941E14, 20.01111917203155
9.43402126149941E14, 20.01310805285952
9.43402127149941E14, 20.01509494480666
9.43402128149941E14, 20.01707984986185
9.43402129149941E14, 20.01906277001199
9.43402130149941E14, 20.021043707241976
9.43402131149941E14, 20.023022663534732
9.43402132149941E14, 20.024999640871197
9.43402133149941E14, 20.026974641230325
9.43402134149941E14, 20.028947666589094
9.43402135149941E14, 20.030918718922504
9.43402136149941E14, 20.032887800203582
9.43402137149941E14, 20.03485491240338
9.43402138149941E14, 20.036820057490974
9.43402139149941E14, 20.038783237433485
9.43402140149941E14, 20.04074445419605
9.43402141149941E14, 20.042703709741854
9.43402142149941E14, 20.04466100603211
9.43402143149941E14, 20.04661634502608
9.43402144149941E14, 20.048569728681056
9.43402145149941E14, 20.050521158952375
9.43402146149941E14, 20.052470637793423
9.43402147149941E14, 20.054418167155628
9.43402148149941E14, 20.056363748988474
9.43402149149941E14, 20.058307385239484
9.43402150149941E14, 20.060249077854245
9.43402151149941E14, 20.06218882877639
9.43402152149941E14, 20.064126639947613
9.43402153149941E14, 20.066062513307667
9.43402154149941E14, 20.06799645079436
9.43402155149941E14, 20.069928454343568
9.43402156149941E14, 20.071858525889226
9.43402157149941E14, 20.073786667363336
9.43402158149941E14, 20.075712880695974
9.43402159149941E14, 20.07763716781528
9.43402160149941E14, 20.079559530647465
9.43402161149941E14, 20.081479971116817
9.43402162149941E14, 20.0833984911457
9.43402163149941E14, 20.085315092654554
9.43402164149941E14, 20.087229777561898
9.43402165149941E14, 20.089142547784338
9.43402166149941E14, 20.091053405236554
9.43402167149941E14, 20.092962351831318
9.43402168149941E14, 20.094869389479488
9.43402169149941E14, 20.09677452009001
9.43402170149941E14, 20.09867774556992
9.43402171149941E14, 20.10057906782435
9.43402172149941E14, 20.102478488756525
9.43402173149941E14, 20.104376010267767
9.43402174149941E14, 20.1062716342575
9.43402175149941E14, 20.108165362623243
9.43402176149941E14, 20.11005719726062
9.43402177149941E14, 20.11194714006336
9.43402178149941E14, 20.113835192923297
9.43402179149941E14, 20.115721357730372
9.43402180149941E14, 20.11760563637264
9.43402181149941E14, 20.119488030736267
9.43402182149941E14, 20.121368542705532
9.43402183149941E14, 20.123247174162827
9.43402184149941E14, 20.125123926988664
9.43402185149941E14, 20.126998803061674
9.43402186149941E14, 20.128871804258612
9.43402187149941E14, 20.130742932454353
